,location,Price,total_sqft,Bedrooms,Bathrooms
0,"General Mathenge, Westlands",155000.0,4.0,4.0,4.0
1,"Kilimani, Dagoretti North",100000.0,300.0,3.0,4.0
2,other,75000.0,3.0,3.0,5.0
3,"Kilimani, Dagoretti North",135000.0,227.0,3.0,4.0
4,other,50000.0,3.0,3.0,2.0
5,"Waiyaki Way, Westlands",150000.0,2.0,2.0,2.0
6,other,100000.0,14.0,2.0,3.0
7,"Westlands Area, Westlands",100000.0,186.0,3.0,3.0
8,other,85000.0,4.0,4.0,2.0
9,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
10,other,95000.0,2.0,2.0,2.0
11,other,75000.0,3.0,3.0,3.0
12,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
13,"Riverside, Westlands",85000.0,1.0,1.0,1.0
14,"Riverside Drive, Riverside, Westlands",220000.0,3.0,3.0,3.0
15,"Parklands, Westlands",120000.0,3.0,3.0,3.0
16,"Waiyaki Way, Westlands",50000.0,0.0,0.0,1.0
17,other,85000.0,2.0,2.0,2.0
18,other,12000.0,90.0,1.0,1.0
19,other,13000.0,0.0,0.0,2.0
20,other,13000.0,2.0,2.0,1.0
21,"Ruaka, Kiambaa",13000.0,0.0,0.0,1.0
22,other,13000.0,1.0,1.0,1.0
23,other,14000.0,2.0,2.0,1.0
24,"Ruaka, Kiambaa",15000.0,2.0,2.0,1.0
25,other,15000.0,45.0,1.0,1.0
26,"Kiambu Road, Kiambu Road",15000.0,0.0,0.0,1.0
27,other,15000.0,2.0,2.0,1.0
28,other,16000.0,2.0,2.0,2.0
29,other,16000.0,1.0,1.0,1.0
30,other,16000.0,2.0,2.0,1.0
31,other,16000.0,1.0,1.0,1.0
32,other,16000.0,1.0,1.0,1.0
33,other,98000.0,3.0,3.0,3.0
34,"General Mathenge, Westlands",200000.0,3.0,3.0,3.0
35,other,16000.0,1.0,1.0,1.0
36,"Ruaka, Kiambaa",16000.0,1.0,1.0,2.0
37,other,17000.0,1.0,1.0,2.0
38,other,17000.0,1.0,1.0,1.0
39,other,17000.0,2.0,2.0,2.0
40,"Ruaka, Kiambaa",17000.0,2.0,2.0,2.0
41,other,17000.0,2.0,2.0,2.0
42,other,17500.0,1.0,1.0,2.0
43,other,18000.0,2.0,2.0,2.0
44,other,18000.0,1.0,1.0,1.0
45,other,18000.0,1.0,1.0,1.0
46,other,19000.0,180.0,1.0,1.0
47,other,20000.0,1.0,1.0,2.0
48,other,20000.0,2023.0,1.0,1.0
49,other,20000.0,2.0,2.0,2.0
50,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
51,other,75000.0,125.0,2.0,2.0
52,"Limuru Road, Ruaka, Kiambaa",20000.0,4000.0,1.0,1.0
53,other,20000.0,2.0,2.0,2.0
54,"Ruaka, Kiambaa",20000.0,1.0,1.0,1.0
55,other,20000.0,200.0,1.0,1.0
56,other,20000.0,2.0,2.0,2.0
57,other,20000.0,1200.0,1.0,1.0
58,"Limuru Road, Ruaka, Kiambaa",20000.0,4000.0,1.0,1.0
59,other,20000.0,2.0,2.0,2.0
60,other,20000.0,2.0,2.0,2.0
61,other,22000.0,2.0,2.0,2.0
62,other,22000.0,2.0,2.0,1.0
63,other,22000.0,2.0,2.0,1.0
64,"Riverside, Westlands",280000.0,3.0,3.0,2.0
65,other,18000.0,1.0,1.0,1.0
66,"Limuru Road, Ruaka, Kiambaa",23000.0,4000.0,1.0,1.0
67,other,23000.0,2.0,2.0,2.0
68,other,24000.0,2.0,2.0,2.0
69,other,24000.0,3.0,3.0,2.0
70,other,24000.0,2.0,2.0,2.0
71,other,25000.0,3.0,3.0,2.0
72,"Limuru Road, Ruaka, Kiambaa",25000.0,4000.0,2.0,2.0
73,"Ruaka, Kiambaa",25000.0,1.0,1.0,1.0
74,other,25000.0,2.0,2.0,2.0
75,other,25000.0,2.0,2.0,2.0
76,other,25000.0,2.0,2.0,1.0
77,other,25000.0,2.0,2.0,2.0
78,"Ruaka, Kiambaa",25000.0,1.0,1.0,2.0
79,other,100000.0,3.0,3.0,3.0
80,"Ruaka, Kiambaa",25000.0,1.0,1.0,2.0
81,"Limuru Road, Ruaka, Kiambaa",25000.0,1012.0,1.0,1.0
82,other,25000.0,2.0,2.0,1.0
83,other,26000.0,1.0,1.0,2.0
84,other,27000.0,18.0,1.0,1.0
85,"Ruaka, Kiambaa",28000.0,2.0,2.0,2.0
86,other,28000.0,2.0,2.0,2.0
87,other,28000.0,100.0,1.0,1.0
88,other,28000.0,2.0,2.0,2.0
89,"Limuru Road, Ruaka, Kiambaa",28000.0,4047.0,2.0,2.0
90,other,28000.0,2.0,2.0,2.0
91,other,28000.0,200.0,2.0,2.0
92,other,28000.0,120.0,2.0,2.0
93,other,28000.0,2.0,2.0,2.0
94,other,200000.0,240.0,5.0,5.0
95,"Limuru Road, Ruaka, Kiambaa",28000.0,2.0,2.0,2.0
96,other,30000.0,1.0,1.0,1.0
97,other,30000.0,35.0,2.0,1.0
98,other,30000.0,9.0,2.0,2.0
99,other,30000.0,1.0,1.0,1.0
100,"Kileleshwa, Dagoretti North",30000.0,0.0,0.0,2.0
101,"Limuru Road, Ruaka, Kiambaa",30000.0,125.0,2.0,2.0
102,"Limuru Road, Ruaka, Kiambaa",30000.0,2.0,2.0,2.0
103,other,30000.0,1.0,1.0,1.0
104,other,30000.0,2500.0,3.0,3.0
105,other,30000.0,1012.0,2.0,3.0
106,other,30000.0,1.0,1.0,1.0
107,other,30000.0,2.0,2.0,2.0
108,"Limuru Road, Ruaka, Kiambaa",30000.0,6071.0,1.0,1.0
109,other,30000.0,3.0,3.0,2.0
110,other,175000.0,150.0,2.0,2.0
111,"Riverside Drive, Riverside, Westlands",145000.0,3.0,3.0,5.0
112,other,30000.0,2.0,2.0,2.0
113,other,30000.0,2.0,2.0,2.0
114,other,30000.0,2.0,2.0,2.0
115,"Ruaka, Kiambaa",32000.0,2.0,2.0,2.0
116,other,32000.0,1.0,1.0,1.0
117,"Limuru Road, Ruaka, Kiambaa",32500.0,3035.0,2.0,2.0
118,other,33000.0,105.0,3.0,2.0
119,other,33000.0,3.0,3.0,2.0
120,other,33500.0,3.0,3.0,3.0
121,"Ruaka, Kiambaa",35000.0,125.0,3.0,2.0
122,other,35000.0,2.0,2.0,3.0
123,other,35000.0,3.0,3.0,2.0
124,"Kileleshwa, Dagoretti North",35000.0,1.0,1.0,2.0
125,"Kiambu Road, Kiambu Road",35000.0,120.0,1.0,1.0
126,other,130000.0,2.0,2.0,2.0
127,other,35000.0,80.0,1.0,1.0
128,other,35000.0,2.0,2.0,2.0
129,other,35000.0,3.0,3.0,2.0
130,other,35000.0,2.0,2.0,2.0
131,other,35000.0,300.0,2.0,2.0
132,"Limuru Road, Ruaka, Kiambaa",35000.0,130.0,2.0,2.0
133,other,35000.0,2.0,2.0,2.0
134,other,35000.0,55.0,2.0,1.0
135,other,35000.0,2500.0,3.0,2.0
136,other,35000.0,2.0,2.0,2.0
137,other,35000.0,0.0,0.0,2.0
138,other,35000.0,3.0,3.0,2.0
139,other,35000.0,3.0,3.0,2.0
140,other,35000.0,3.0,3.0,3.0
141,other,90000.0,250.0,3.0,3.0
142,other,100000.0,3.0,3.0,3.0
143,"Limuru Road, Ruaka, Kiambaa",35000.0,125.0,2.0,1.0
144,other,35000.0,186.0,2.0,2.0
145,other,35000.0,2000.0,2.0,2.0
146,"Westlands Area, Westlands",35000.0,2000.0,1.0,1.0
147,other,35000.0,2.0,2.0,2.0
148,other,35000.0,3.0,3.0,2.0
149,other,35750.0,85.0,2.0,2.0
150,other,37000.0,2.0,2.0,2.0
151,other,38000.0,2.0,2.0,2.0
152,"Ruaka, Kiambaa",38000.0,2.0,2.0,2.0
153,other,38000.0,2.0,2.0,2.0
154,other,38000.0,3.0,3.0,2.0
155,other,38000.0,45.0,2.0,2.0
156,"Ruaka, Kiambaa",38000.0,3.0,3.0,2.0
157,"Riverside Drive, Riverside, Westlands",38000.0,2.0,2.0,1.0
158,other,240000.0,3.0,3.0,2.0
159,other,85000.0,3.0,3.0,3.0
160,other,38000.0,1.0,1.0,1.0
161,"Ruaka, Kiambaa",38000.0,2.0,2.0,2.0
162,other,39000.0,2.0,2.0,1.0
163,other,40000.0,12000.0,2.0,2.0
164,other,40000.0,120.0,3.0,2.0
165,other,40000.0,2500.0,3.0,3.0
166,other,40000.0,2500.0,3.0,3.0
167,other,40000.0,1.0,1.0,1.0
168,other,40000.0,2.0,2.0,2.0
169,other,40000.0,2.0,2.0,2.0
170,other,40000.0,3.0,3.0,1.0
171,other,40000.0,2500.0,3.0,2.0
172,other,40000.0,2.0,2.0,2.0
173,other,40000.0,2.0,2.0,2.0
174,other,40000.0,2.0,2.0,2.0
175,"kilimani, kilimani, Kilimani, Dagoretti North",40000.0,1.0,1.0,1.0
176,"Parklands, Westlands",40000.0,3.0,3.0,1.0
177,other,40000.0,2.0,2.0,2.0
178,other,40000.0,90.0,2.0,2.0
179,other,40000.0,2.0,2.0,2.0
180,other,40000.0,2.0,2.0,1.0
181,other,40000.0,51.0,3.0,2.0
182,"Ruaka, Kiambaa",40000.0,100.0,2.0,2.0
183,"Limuru Road, Ruaka, Kiambaa",40000.0,4000.0,2.0,2.0
184,"Limuru Road, Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
185,"Limuru Road, Ruaka, Kiambaa",40000.0,3.0,3.0,2.0
186,"Limuru Road, Ruaka, Kiambaa",40000.0,2024.0,3.0,2.0
187,other,40000.0,2.0,2.0,1.0
188,other,40000.0,2.0,2.0,2.0
189,"Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
190,other,40000.0,1.0,1.0,1.0
191,other,40000.0,2.0,2.0,2.0
192,other,40000.0,3.0,3.0,2.0
193,"Ruaka, Kiambaa",40000.0,2.0,2.0,2.0
194,other,40000.0,3.0,3.0,2.0
195,"Ruaka, Kiambaa",42000.0,3.0,3.0,2.0
196,other,42500.0,35.0,2.0,1.0
197,other,43000.0,2.0,2.0,2.0
198,other,43000.0,2.0,2.0,3.0
199,other,43000.0,2.0,2.0,2.0
200,other,43500.0,2.0,2.0,2.0
201,other,44000.0,2.0,2.0,1.0
202,other,44000.0,2.0,2.0,4.0
203,other,45000.0,1.0,1.0,1.0
204,"Limuru Road, Ruaka, Kiambaa",45000.0,20235.0,2.0,2.0
205,other,45000.0,3.0,3.0,2.0
206,other,45000.0,95.0,2.0,2.0
207,other,45000.0,4500.0,2.0,2.0
208,"Kileleshwa, Dagoretti North",45000.0,2.0,2.0,2.0
209,"Ruaka, Kiambaa",45000.0,3.0,3.0,2.0
210,"Ruaka, Kiambaa",45000.0,2.0,2.0,2.0
211,other,45000.0,3.0,3.0,2.0
212,other,45000.0,2.0,2.0,2.0
213,other,45000.0,3.0,3.0,2.0
214,other,45000.0,3.0,3.0,2.0
215,other,45000.0,3.0,3.0,2.0
216,other,45000.0,3.0,3.0,2.0
217,other,45000.0,2.0,2.0,2.0
218,"Ruaka, Kiambaa",45000.0,2.0,2.0,2.0
219,other,45000.0,2500.0,3.0,2.0
220,other,45000.0,2.0,2.0,2.0
221,other,45000.0,2.0,2.0,2.0
222,other,45000.0,1.0,1.0,1.0
223,other,45000.0,3.0,3.0,2.0
224,other,45000.0,3.0,3.0,4.0
225,"Kiambu Road, Kiambu Road",45000.0,2.0,2.0,2.0
226,other,45000.0,4.0,4.0,4.0
227,"Limuru Road, Ruaka, Kiambaa",45000.0,4000.0,3.0,2.0
228,other,45000.0,1.0,2.0,2.0
229,other,45000.0,3.0,3.0,3.0
230,"Ngong Road, Ngong Road",45000.0,2.0,2.0,1.0
231,other,45000.0,35.0,1.0,1.0
232,other,45000.0,2.0,2.0,2.0
233,other,45000.0,1.0,1.0,1.0
234,"Parklands, Westlands",45000.0,2.0,2.0,2.0
235,other,45000.0,3.0,3.0,2.0
236,"Kiambu Road, Kiambu Road",45000.0,2.0,2.0,2.0
237,other,45000.0,2.0,2.0,2.0
238,other,45000.0,3.0,3.0,2.0
239,other,45000.0,3.0,3.0,2.0
240,"Kiambu Road, Kiambu Road",46500.0,2.0,2.0,2.0
241,"Ruaka, Kiambaa",47000.0,3.0,3.0,2.0
242,other,48000.0,2.0,2.0,2.0
243,"Ngong Road, Ngong Road",48000.0,2.0,2.0,3.0
244,"Kilimani, Dagoretti North",48000.0,1.0,1.0,1.0
245,other,48000.0,48.0,2.0,1.0
246,other,48000.0,4500.0,2.0,2.0
247,other,48000.0,3.0,3.0,2.0
248,"Limuru Road, Ruaka, Kiambaa",50000.0,10118.0,3.0,2.0
249,other,50000.0,130.0,3.0,3.0
250,"Waiyaki Way, Westlands",50000.0,2.0,2.0,2.0
251,"Kileleshwa, Dagoretti North",50000.0,2.0,2.0,2.0
252,other,50000.0,3.0,3.0,2.0
253,other,50000.0,3.0,3.0,3.0
254,other,50000.0,150.0,3.0,1.0
255,other,50000.0,130.0,3.0,2.0
256,"Westlands Area, Westlands",50000.0,1.0,1.0,2.0
257,other,50000.0,4500.0,2.0,2.0
258,other,50000.0,3.0,3.0,2.0
259,"Ngong Road, Ngong Road",50000.0,3.0,3.0,2.0
260,other,50000.0,2.0,2.0,2.0
261,other,50000.0,80.0,2.0,2.0
262,other,50000.0,1.0,1.0,1.0
263,other,50000.0,3.0,3.0,2.0
264,other,50000.0,3.0,3.0,2.0
265,"Rhapta Road, Westlands",50000.0,1.0,1.0,1.0
266,other,50000.0,300.0,3.0,3.0
267,other,50000.0,3.0,3.0,2.0
268,other,50000.0,2.0,2.0,2.0
269,other,50000.0,3.0,3.0,2.0
270,other,50000.0,2.0,2.0,1.0
271,other,50000.0,1.0,1.0,1.0
272,other,50000.0,3.0,3.0,3.0
273,"Kiambu Road, Kiambu Road",50000.0,3.0,3.0,3.0
274,"Kilimani, Dagoretti North",50000.0,1.0,1.0,2.0
275,"Waiyaki Way, Westlands",50000.0,0.0,0.0,1.0
276,"Ruaka, Kiambaa",51000.0,3.0,3.0,3.0
277,other,52000.0,2.0,2.0,2.0
278,other,52000.0,300.0,2.0,3.0
279,"Kiambu Road, Kiambu Road",52000.0,2.0,2.0,2.0
280,other,52500.0,2.0,2.0,1.0
281,"Limuru Road, Ruaka, Kiambaa",54000.0,20235.0,3.0,3.0
282,"Ruaka, Kiambaa",54000.0,3.0,3.0,2.0
283,other,55000.0,94.0,2.0,2.0
284,"Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
285,other,55000.0,1.0,1.0,1.0
286,other,55000.0,3.0,3.0,1.0
287,"Kileleshwa, Dagoretti North",55000.0,2.0,2.0,2.0
288,"Rhapta Road, Westlands",55000.0,1.0,1.0,2.0
289,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,2.0
290,other,55000.0,3.0,3.0,3.0
291,other,55000.0,2.0,2.0,2.0
292,other,55000.0,3.0,3.0,2.0
293,other,55000.0,2000.0,2.0,2.0
294,other,55000.0,2.0,2.0,2.0
295,other,55000.0,2.0,2.0,1.0
296,"Lavington, Dagoretti North",55000.0,2.0,2.0,2.0
297,other,55000.0,1.0,1.0,1.0
298,other,55000.0,3.0,3.0,2.0
299,other,55000.0,2.0,2.0,2.0
300,other,55000.0,260.0,3.0,3.0
301,other,55000.0,107.0,2.0,2.0
302,"Kilimani, Dagoretti North",55000.0,1.0,1.0,1.0
303,"Limuru Road, Ruaka, Kiambaa",55000.0,8094.0,3.0,2.0
304,other,55000.0,40470.0,2.0,3.0
305,"Kilimani, Dagoretti North",55000.0,1.0,1.0,2.0
306,"kilimani, kilimani, Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
307,"Lavington, Dagoretti North",55000.0,3.0,3.0,2.0
308,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,3.0
309,other,55000.0,1.0,1.0,1.0
310,other,55000.0,2.0,2.0,2.0
311,other,55000.0,3.0,3.0,2.0
312,other,55000.0,3.0,3.0,2.0
313,other,55000.0,1.0,1.0,2.0
314,other,55000.0,3.0,3.0,2.0
315,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,4.0
316,"Kiambu Road, Kiambu Road",55000.0,3.0,3.0,2.0
317,other,55000.0,2.0,2.0,2.0
318,other,55000.0,110.0,2.0,2.0
319,other,55000.0,3.0,3.0,4.0
320,"Kilimani, Dagoretti North",55000.0,2.0,2.0,2.0
321,other,55000.0,2.0,2.0,2.0
322,other,55000.0,95.0,2.0,2.0
323,other,55000.0,2.0,2.0,2.0
324,other,55000.0,3.0,3.0,3.0
325,"Lavington, Dagoretti North",55000.0,2.0,2.0,2.0
326,other,55000.0,80.0,2.0,2.0
327,"Kilimani, Dagoretti North",55000.0,1.0,1.0,1.0
328,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,4.0
329,"Kileleshwa, Dagoretti North",55000.0,3.0,3.0,3.0
330,other,55000.0,2.0,2.0,2.0
331,"Kileleshwa, Dagoretti North",55000.0,2.0,2.0,2.0
332,other,55000.0,2.0,2.0,2.0
333,other,55000.0,2.0,2.0,1.0
334,other,55000.0,3.0,3.0,3.0
335,other,56000.0,3.0,3.0,2.0
336,other,56000.0,3.0,3.0,4.0
337,other,57750.0,4.0,4.0,2.0
338,other,58000.0,2.0,2.0,2.0
339,other,58500.0,3.0,3.0,2.0
340,other,59000.0,2.0,2.0,2.0
341,other,60000.0,125.0,3.0,3.0
342,other,60000.0,3.0,3.0,2.0
343,"Kilimani, Dagoretti North",60000.0,1.0,1.0,1.0
344,other,60000.0,1.0,1.0,1.0
345,other,60000.0,3.0,3.0,2.0
346,"Lavington, Dagoretti North",60000.0,2.0,2.0,2.0
347,other,60000.0,2.0,2.0,1.0
348,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
349,other,60000.0,2.0,2.0,2.0
350,other,60000.0,2.0,2.0,2.0
351,other,60000.0,3.0,3.0,2.0
352,other,60000.0,2.0,2.0,2.0
353,"kilimani, kilimani, Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
354,other,60000.0,2.0,2.0,2.0
355,other,60000.0,51.0,1.0,1.0
356,other,60000.0,2.0,2.0,2.0
357,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
358,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
359,other,60000.0,129.0,3.0,2.0
360,"Westlands Area, Westlands",60000.0,2.0,2.0,2.0
361,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,1.0
362,other,60000.0,8000.0,3.0,2.0
363,other,60000.0,3.0,3.0,3.0
364,other,60000.0,2.0,2.0,2.0
365,other,60000.0,3.0,3.0,2.0
366,other,60000.0,3.0,3.0,2.0
367,"Kileleshwa, Dagoretti North",60000.0,110.0,2.0,2.0
368,"Lavington, Dagoretti North",60000.0,3.0,3.0,2.0
369,"Kileleshwa, Dagoretti North",60000.0,3.0,3.0,2.0
370,"Rhapta Road, Westlands",60000.0,3.0,3.0,2.0
371,other,60000.0,150.0,2.0,2.0
372,"Waiyaki Way, Westlands",60000.0,3.0,3.0,3.0
373,"Kileleshwa, Dagoretti North",60000.0,3.0,3.0,2.0
374,"Kiambu Road, Kiambu Road",60000.0,4.0,4.0,4.0
375,other,60000.0,2.0,2.0,1.0
376,"Westlands Area, Westlands",60000.0,2.0,2.0,2.0
377,"Ruaka, Kiambaa",60000.0,3.0,3.0,2.0
378,other,60000.0,3.0,3.0,2.0
379,"Rhapta Road, Westlands",60000.0,1.0,1.0,1.0
380,"Ngong Road, Ngong Road",60000.0,89.0,2.0,2.0
381,other,60000.0,2500.0,3.0,2.0
382,other,60000.0,2.0,2.0,2.0
383,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
384,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
385,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
386,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
387,other,60000.0,120.0,3.0,2.0
388,other,60000.0,1.0,1.0,1.0
389,other,60500.0,2.0,2.0,2.0
390,"Ngong Road, Ngong Road",62000.0,3.0,3.0,2.0
391,other,62500.0,2.0,2.0,2.0
392,"Kilimani, Dagoretti North",65000.0,90.0,1.0,1.0
393,"Kilimani, Dagoretti North",65000.0,90.0,1.0,1.0
394,other,65000.0,2.0,2.0,2.0
395,other,65000.0,2.0,2.0,1.0
396,other,65000.0,2.0,2.0,2.0
397,other,65000.0,2000.0,3.0,2.0
398,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
399,other,65000.0,3.0,3.0,2.0
400,"Waiyaki Way, Westlands",65000.0,2.0,2.0,2.0
401,other,65000.0,3.0,3.0,3.0
402,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
403,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
404,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
405,other,65000.0,2.0,2.0,2.0
406,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
407,other,65000.0,2.0,2.0,2.0
408,"Kileleshwa, Dagoretti North",65000.0,80.0,1.0,2.0
409,"Rhapta Road, Westlands",65000.0,3.0,3.0,2.0
410,"Waiyaki Way, Westlands",65000.0,3.0,3.0,2.0
411,other,65000.0,157.0,2.0,1.0
412,other,65000.0,3.0,3.0,2.0
413,other,65000.0,1.0,1.0,1.0
414,other,65000.0,1.0,1.0,1.0
415,other,65000.0,2.0,2.0,2.0
416,other,65000.0,127.0,2.0,2.0
417,"Kileleshwa, Dagoretti North",65000.0,111.0,2.0,2.0
418,"Kilimani, Dagoretti North",65000.0,100.0,1.0,1.0
419,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
420,other,65000.0,3.0,3.0,2.0
421,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
422,other,65000.0,3.0,3.0,2.0
423,"Waiyaki Way, Westlands",65000.0,3.0,3.0,3.0
424,other,65000.0,1.0,1.0,2.0
425,other,65000.0,2.0,2.0,2.0
426,other,65000.0,2.0,2.0,2.0
427,"Lavington, Dagoretti North",65000.0,2.0,2.0,2.0
428,other,65000.0,2.0,2.0,3.0
429,other,65000.0,2.0,2.0,2.0
430,other,65000.0,3.0,3.0,2.0
431,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
432,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
433,other,65000.0,2.0,2.0,2.0
434,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
435,other,65000.0,2.0,2.0,2.0
436,other,65000.0,1.0,1.0,2.0
437,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
438,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
439,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
440,other,65000.0,177.0,3.0,3.0
441,other,65000.0,3.0,3.0,3.0
442,"Ngong Road, Ngong Road",65000.0,3.0,3.0,2.0
443,other,65000.0,1.0,1.0,1.0
444,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
445,other,65000.0,1.0,1.0,1.0
446,"kilimani, Kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
447,"kilimani, Kilimani, Kilimani, Dagoretti North",65000.0,3.0,3.0,2.0
448,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
449,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
450,"Rhapta Road, Westlands",65000.0,3.0,3.0,2.0
451,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
452,other,65000.0,2000.0,3.0,2.0
453,other,65000.0,2.0,2.0,2.0
454,other,65000.0,2.0,2.0,2.0
455,other,65000.0,2.0,2.0,2.0
456,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
457,other,65000.0,3.0,3.0,2.0
458,other,65000.0,3.0,3.0,2.0
459,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
460,other,65000.0,100.0,2.0,2.0
461,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
462,other,65000.0,0.0,0.0,1.0
463,"Kilimani, Dagoretti North",65000.0,105.0,2.0,2.0
464,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
465,other,65000.0,3.0,3.0,2.0
466,other,66000.0,3.0,3.0,1.0
467,other,66000.0,117.0,3.0,2.0
468,"Westlands Area, Westlands",67000.0,2300.0,3.0,3.0
469,"Kileleshwa, Dagoretti North",67000.0,2.0,2.0,2.0
470,other,67500.0,2.0,2.0,2.0
471,"lavington, Lavington, Lavington, Dagoretti North",67500.0,3.0,3.0,2.0
472,"Kileleshwa, Dagoretti North",68000.0,3.0,3.0,2.0
473,other,68000.0,2.0,2.0,2.0
474,other,69997.0,2.0,2.0,2.0
475,other,70000.0,2.0,2.0,2.0
476,other,70000.0,2.0,2.0,2.0
477,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
478,"Kilimani, Dagoretti North",70000.0,3.0,3.0,3.0
479,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
480,other,70000.0,120.0,3.0,2.0
481,other,70000.0,3.0,3.0,3.0
482,other,70000.0,3.0,3.0,2.0
483,other,70000.0,3.0,3.0,2.0
484,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
485,"kilimani, kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
486,other,70000.0,3.0,3.0,2.0
487,"Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
488,other,70000.0,3.0,3.0,2.0
489,other,70000.0,3.0,3.0,2.0
490,"Waiyaki Way, Westlands",70000.0,135.0,3.0,2.0
491,"Lavington, Dagoretti North",70000.0,2.0,2.0,2.0
492,other,70000.0,2.0,2.0,2.0
493,other,70000.0,3.0,3.0,2.0
494,"Kileleshwa, Dagoretti North",70000.0,85.0,2.0,2.0
495,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
496,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
497,other,70000.0,2.0,2.0,3.0
498,other,70000.0,3.0,3.0,2.0
499,"Kiambu Road, Kiambu Road",70000.0,3.0,3.0,2.0
500,other,70000.0,149.0,2.0,2.0
501,other,70000.0,3.0,3.0,2.0
502,other,70000.0,4.0,4.0,3.0
503,"Westlands Area, Westlands",70000.0,2.0,2.0,3.0
504,other,70000.0,3.0,3.0,2.0
505,other,70000.0,3.0,3.0,2.0
506,other,70000.0,4.0,4.0,4.0
507,other,70000.0,2.0,2.0,2.0
