,location,Price,total_sqft,Bedrooms,Bathrooms
508,"Ruaka, Kiambaa",70000.0,3.0,3.0,2.0
509,other,70000.0,6.0,2.0,2.0
510,other,70000.0,2.0,2.0,2.0
511,"Lavington, Dagoretti North",70000.0,3.0,3.0,2.0
512,other,70000.0,125.0,3.0,2.0
513,other,70000.0,2160.0,3.0,4.0
514,"Kilimani, Dagoretti North",70000.0,2.0,2.0,3.0
515,other,70000.0,2.0,2.0,2.0
516,"Westlands Area, Westlands",70000.0,2.0,2.0,2.0
517,other,70000.0,3.0,3.0,2.0
518,"Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
519,"Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
520,"Kileleshwa, Dagoretti North",70000.0,3.0,3.0,2.0
521,other,70000.0,3.0,3.0,3.0
522,"Rhapta Road, Westlands Area, Westlands",70000.0,2.0,2.0,3.0
523,other,70000.0,3.0,3.0,2.0
524,other,70000.0,3.0,3.0,3.0
525,"Lavington, Dagoretti North",70000.0,15.0,3.0,2.0
526,"Kileleshwa, Dagoretti North",70000.0,140.0,2.0,2.0
527,"Kilimani, Dagoretti North",70000.0,90.0,1.0,2.0
528,other,70000.0,3.0,3.0,2.0
529,other,70000.0,177.0,3.0,3.0
530,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
531,"kilimani, kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
532,other,70000.0,3.0,3.0,2.0
533,"Lavington, Dagoretti North",70000.0,2.0,2.0,1.0
534,"Ngong Road, Ngong Road",70000.0,113.0,3.0,2.0
535,other,70000.0,3.0,3.0,2.0
536,other,70000.0,1000.0,2.0,2.0
537,other,70000.0,100.0,2.0,2.0
538,"Lavington, Dagoretti North",70000.0,1.0,1.0,1.0
539,other,70000.0,3.0,3.0,3.0
540,other,70000.0,3.0,3.0,2.0
541,"Kiambu Road, Kiambu Road",70000.0,4.0,4.0,5.0
542,"Kiambu Road, Kiambu Road",70000.0,4.0,4.0,5.0
543,"Westlands Area, Westlands",70000.0,2.0,2.0,2.0
544,other,70000.0,4.0,4.0,5.0
545,"Kilimani, Dagoretti North",70000.0,140.0,3.0,2.0
546,"Kilimani, Dagoretti North",70000.0,120.0,2.0,2.0
547,other,72000.0,3.0,3.0,3.0
548,"Kileleshwa, Dagoretti North",72500.0,2.0,2.0,2.0
549,other,73000.0,3.0,3.0,4.0
550,"Rhapta Road, Westlands Area, Westlands",75000.0,2.0,2.0,2.0
551,other,75000.0,3.0,3.0,3.0
552,other,75000.0,158.0,2.0,2.0
553,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
554,other,75000.0,3.0,3.0,2.0
555,"Kilimani, Dagoretti North",75000.0,3.0,3.0,3.0
556,other,75000.0,158.0,2.0,2.0
557,other,75000.0,2.0,2.0,2.0
558,"lavington, Lavington, Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
559,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
560,other,75000.0,2.0,2.0,2.0
561,"Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
562,"Kilimani, Dagoretti North",75000.0,3.0,3.0,5.0
563,"Lavington, Dagoretti North",75000.0,2.0,2.0,3.0
564,other,75000.0,3.0,3.0,3.0
565,"Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
566,"Westlands Area, Westlands",75000.0,3.0,3.0,3.0
567,"Westlands Area, Westlands",75000.0,21780.0,2.0,2.0
568,other,75000.0,70.0,1.0,1.0
569,"Lavington, Dagoretti North",75000.0,2.0,2.0,3.0
570,other,75000.0,4.0,4.0,3.0
571,other,75000.0,2.0,2.0,3.0
572,other,75000.0,3.0,3.0,2.0
573,other,75000.0,3.0,3.0,4.0
574,other,75000.0,3.0,3.0,2.0
575,other,75000.0,120.0,4.0,3.0
576,other,75000.0,2.0,2.0,3.0
577,"Waiyaki Way, Westlands",75000.0,3.0,3.0,2.0
578,other,75000.0,1.0,1.0,2.0
579,"Rhapta Road, Westlands",75000.0,3.0,3.0,3.0
580,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
581,other,75000.0,3.0,3.0,3.0
582,"Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
583,"Lavington, Dagoretti North",75000.0,128.0,3.0,3.0
584,"Lavington, Dagoretti North",75000.0,111.0,3.0,3.0
585,"Kilimani, Dagoretti North",75000.0,120.0,2.0,2.0
586,"Westlands Area, Westlands",75000.0,2.0,2.0,2.0
587,other,75000.0,125.0,3.0,3.0
588,other,75000.0,115.0,3.0,2.0
589,other,75000.0,3.0,3.0,2.0
590,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
591,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
592,other,75000.0,3.0,3.0,2.0
593,other,75000.0,3.0,3.0,3.0
594,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
595,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
596,other,75000.0,3.0,3.0,2.0
597,other,75000.0,2.0,2.0,1.0
598,other,75000.0,2.0,2.0,3.0
599,other,75000.0,4.0,4.0,3.0
600,other,75000.0,3.0,3.0,2.0
601,other,75000.0,3.0,3.0,2.0
602,other,75000.0,3.0,3.0,2.0
603,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
604,other,75000.0,2.0,2.0,2.0
605,other,75000.0,2.0,2.0,2.0
606,other,75000.0,2.0,2.0,3.0
607,other,75000.0,2.0,2.0,2.0
608,other,75000.0,2.0,2.0,2.0
609,"Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
610,other,75000.0,158.0,2.0,2.0
611,"Kilimani, Dagoretti North",75000.0,1250.0,2.0,2.0
612,"Kilimani, Dagoretti North",75000.0,1250.0,2.0,2.0
613,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
614,"kilimani, Kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
615,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
616,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,4.0,4.0,4.0
617,"Riverside, Westlands",75000.0,2.0,2.0,2.0
618,"Kileleshwa, Dagoretti North",75000.0,3.0,3.0,3.0
619,other,75000.0,2.0,2.0,2.0
620,"Kilimani, Dagoretti North",75000.0,2.0,2.0,1.0
621,"Kilimani, Dagoretti North",75000.0,3.0,3.0,3.0
622,"Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
623,other,75000.0,3.0,3.0,5.0
624,"Kileleshwa, Dagoretti North",75000.0,2.0,2.0,3.0
625,other,75000.0,3.0,3.0,2.0
626,other,75000.0,3.0,3.0,2.0
627,other,75000.0,3.0,3.0,2.0
628,"Kilimani, Dagoretti North",75000.0,2.0,2.0,3.0
629,other,75000.0,4.0,4.0,3.0
630,other,75000.0,3.0,3.0,3.0
631,other,75000.0,2.0,2.0,2.0
632,other,75000.0,3.0,3.0,2.0
633,other,75000.0,3.0,3.0,2.0
634,"Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
635,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
636,"Westlands Area, Westlands",75000.0,3.0,3.0,4.0
637,"Kileleshwa, Dagoretti North",75000.0,3.0,3.0,2.0
638,"Riverside, Westlands",75000.0,1.0,1.0,2.0
639,"Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
640,"Rhapta Road, Westlands",75000.0,4.0,4.0,2.0
641,other,75000.0,3.0,3.0,3.0
642,other,75000.0,3.0,3.0,2.0
643,"Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
644,"Parklands, Westlands",75000.0,2.0,2.0,2.0
645,other,75000.0,125.0,2.0,2.0
646,other,75000.0,3.0,3.0,2.0
647,"Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
648,"Lavington, Dagoretti North",76000.0,3.0,3.0,4.0
649,other,77000.0,371.0,3.0,3.0
650,other,77000.0,3.0,3.0,3.0
651,other,78000.0,123.0,2.0,2.0
652,"Kilimani, Dagoretti North",78000.0,2.0,2.0,2.0
653,"Kilimani, Dagoretti North",78000.0,3.0,3.0,2.0
654,"Kileleshwa, Dagoretti North",79000.0,3.0,3.0,2.0
655,other,80000.0,150.0,3.0,3.0
656,other,80000.0,2.0,2.0,2.0
657,other,80000.0,2.0,2.0,3.0
658,"Rhapta Road, Westlands",80000.0,3.0,3.0,2.0
659,"Rhapta Road, Westlands",80000.0,3.0,3.0,3.0
660,other,80000.0,3.0,3.0,4.0
661,other,80000.0,125.0,4.0,3.0
662,"Kilimani, Dagoretti North",80000.0,3.0,3.0,2.0
663,other,80000.0,3.0,3.0,2.0
664,"kilimani, Kilimani, Kilimani, Dagoretti North",80000.0,3.0,3.0,3.0
665,"kilimani, Kilimani, Kilimani, Dagoretti North",80000.0,4.0,4.0,4.0
666,"kilimani, kilimani, Kilimani, Dagoretti North",80000.0,2.0,2.0,2.0
667,other,80000.0,3.0,3.0,2.0
668,"Rhapta Road, Westlands",80000.0,3.0,3.0,3.0
669,other,80000.0,3.0,3.0,3.0
670,other,80000.0,1.0,1.0,1.0
671,other,80000.0,1.0,1.0,2.0
672,other,80000.0,3.0,3.0,2.0
673,other,80000.0,3.0,3.0,3.0
674,other,80000.0,1.0,1.0,1.0
675,other,80000.0,1.0,1.0,2.0
676,other,80000.0,3.0,3.0,3.0
677,"Westlands Area, Westlands",80000.0,3.0,3.0,3.0
678,"Westlands Area, Westlands",80000.0,186.0,3.0,2.0
679,"Riverside Drive, Riverside, Westlands",80000.0,3.0,3.0,2.0
680,other,80000.0,2.0,2.0,2.0
681,other,80000.0,1.0,1.0,1.0
682,other,80000.0,2.0,2.0,2.0
683,"Kilimani, Dagoretti North",80000.0,2.0,2.0,2.0
684,"Kileleshwa, Dagoretti North",80000.0,1.0,1.0,2.0
685,"Kilimani, Dagoretti North",80000.0,3.0,3.0,2.0
686,other,80000.0,170.0,3.0,4.0
687,other,80000.0,170.0,3.0,4.0
688,other,80000.0,264.0,3.0,4.0
689,"Kileleshwa, Dagoretti North",80000.0,3.0,3.0,3.0
690,"Kileleshwa, Dagoretti North",80000.0,3.0,3.0,4.0
691,"Rhapta Road, Westlands",80000.0,2.0,2.0,2.0
692,"Kileleshwa, Dagoretti North",80000.0,2.0,2.0,2.0
693,other,80000.0,2.0,2.0,2.0
694,"kilimani, Kilimani, Kilimani, Dagoretti North",80000.0,2.0,2.0,2.0
695,other,80000.0,3.0,3.0,4.0
696,other,80000.0,1000.0,3.0,2.0
697,other,80000.0,13.0,2.0,3.0
698,other,80000.0,15.0,3.0,3.0
699,other,80000.0,3.0,3.0,3.0
700,other,80000.0,85.0,2.0,3.0
701,other,80000.0,3.0,3.0,4.0
702,"Riverside, Westlands",80000.0,2.0,2.0,2.0
703,other,80000.0,4.0,4.0,1.0
704,other,80000.0,1.0,1.0,2.0
705,"Kilimani, Dagoretti North",80000.0,1.0,1.0,1.0
706,"Westlands Area, Westlands",80000.0,21780.0,2.0,2.0
707,other,80000.0,3.0,3.0,3.0
708,other,80000.0,3.0,3.0,3.0
709,"Riverside, Westlands",80000.0,3.0,3.0,2.0
710,"Kileleshwa, Dagoretti North",80000.0,2.0,2.0,2.0
711,"Lavington, Dagoretti North",80000.0,2.0,2.0,2.0
712,other,80000.0,130.0,2.0,2.0
713,other,80000.0,220.0,3.0,3.0
714,"Westlands Area, Westlands",80000.0,3.0,3.0,2.0
715,"Ruaka, Kiambaa",80000.0,4.0,4.0,3.0
716,"Lavington, Dagoretti North",80000.0,3.0,3.0,2.0
717,other,80000.0,2024.0,3.0,2.0
718,other,80000.0,2.0,2.0,2.0
719,other,80000.0,2.0,2.0,2.0
720,other,80000.0,2.0,2.0,2.0
721,"lavington, Lavington, Lavington, Dagoretti North",80000.0,3.0,3.0,2.0
722,"lavington, Lavington, Lavington, Dagoretti North",80000.0,3.0,3.0,2.0
723,"kilimani, kilimani, Kilimani, Dagoretti North",80000.0,2.0,2.0,2.0
724,"kilimani, kilimani, Kilimani, Dagoretti North",80000.0,2.0,2.0,2.0
725,other,80000.0,2.0,2.0,2.0
726,other,80000.0,3.0,3.0,3.0
727,"kilimani, kilimani, Kilimani, Dagoretti North",80000.0,114.0,2.0,2.0
728,"Kilimani, Dagoretti North",80000.0,3.0,3.0,4.0
729,other,80000.0,3.0,3.0,4.0
730,"Ngong Road, Ngong Road",80000.0,2.0,2.0,2.0
731,"Kilimani, Dagoretti North",80000.0,3.0,3.0,2.0
732,"Lavington, Dagoretti North",80000.0,3.0,3.0,3.0
733,other,80000.0,2.0,2.0,3.0
734,"Kilimani, Dagoretti North",80000.0,4.0,4.0,2.0
735,"Rhapta Road, Westlands",80000.0,2.0,2.0,2.0
736,"Lavington, Dagoretti North",80000.0,120.0,2.0,2.0
737,"Kilimani, Dagoretti North",80000.0,120.0,2.0,2.0
738,"Rhapta Road, Westlands",80000.0,3.0,3.0,2.0
739,"Kilimani, Dagoretti North",80000.0,3.0,3.0,3.0
740,other,80000.0,3.0,3.0,3.0
741,other,83000.0,3.0,3.0,4.0
742,other,85000.0,2.0,2.0,2.0
743,"Lavington, Dagoretti North",85000.0,3.0,3.0,2.0
744,"Kilimani, Dagoretti North",85000.0,2.0,2.0,2.0
745,"Kileleshwa, Dagoretti North",85000.0,1.0,1.0,1.0
746,"Kileleshwa, Dagoretti North",85000.0,1.0,1.0,1.0
747,"Riverside, Westlands",85000.0,1.0,1.0,1.0
748,"Kilimani, Dagoretti North",85000.0,3.0,3.0,3.0
749,"Kilimani, Dagoretti North",85000.0,1.0,1.0,1.0
750,"Lavington, Dagoretti North",85000.0,3.0,3.0,2.0
751,other,85000.0,2.0,2.0,2.0
752,other,85000.0,3.0,3.0,3.0
753,other,85000.0,3.0,3.0,4.0
754,"Westlands Area, Westlands",85000.0,2.0,2.0,1.0
755,other,85000.0,2.0,2.0,2.0
756,other,85000.0,2.0,2.0,2.0
757,other,85000.0,2.0,2.0,2.0
758,"Kilimani, Dagoretti North",85000.0,3.0,3.0,2.0
759,"lavington, Lavington, Lavington, Dagoretti North",85000.0,2.0,2.0,2.0
760,"lavington, Lavington, Lavington, Dagoretti North",85000.0,3.0,3.0,2.0
761,"Westlands Area, Westlands",85000.0,21780.0,4.0,4.0
762,other,85000.0,2.0,2.0,2.0
763,"Kilimani, Dagoretti North",85000.0,2024.0,3.0,3.0
764,other,85000.0,3.0,3.0,4.0
765,other,85000.0,2.0,2.0,2.0
766,other,85000.0,2.0,2.0,2.0
767,"Kilimani, Dagoretti North",85000.0,3.0,3.0,2.0
768,other,85000.0,4.0,4.0,2.0
769,"Kilimani, Dagoretti North",85000.0,3.0,3.0,3.0
770,other,85000.0,2.0,2.0,3.0
771,"Riverside, Westlands",85000.0,2.0,2.0,2.0
772,other,85000.0,2.0,2.0,3.0
773,"Lavington, Dagoretti North",85000.0,130.0,3.0,4.0
774,"Kilimani, Dagoretti North",85000.0,3.0,3.0,3.0
775,other,85000.0,3.0,3.0,2.0
776,other,85000.0,186.0,3.0,3.0
777,"kilimani, Kilimani, Kilimani, Dagoretti North",85000.0,3.0,3.0,2.0
778,"kilimani, kilimani, Kilimani, Dagoretti North",85000.0,3.0,3.0,3.0
779,"Brookside, Westlands",85000.0,2.0,2.0,2.0
780,other,85000.0,3.0,3.0,2.0
781,other,85000.0,3.0,3.0,4.0
782,"Riverside Drive, Riverside, Westlands",85000.0,2.0,2.0,2.0
783,other,85000.0,4.0,4.0,4.0
784,"Westlands Area, Westlands",85000.0,21780.0,3.0,3.0
785,"Kilimani, Dagoretti North",85000.0,100.0,3.0,2.0
786,other,85000.0,2023.0,3.0,3.0
787,other,85000.0,3.0,3.0,2.0
788,other,85000.0,3.0,3.0,4.0
789,"Kileleshwa, Dagoretti North",85000.0,1.0,1.0,2.0
790,"Brookside, Westlands",85000.0,3.0,3.0,3.0
791,other,85000.0,3.0,3.0,5.0
792,other,85000.0,2.0,2.0,2.0
793,other,85000.0,3.0,3.0,3.0
794,other,85000.0,186.0,3.0,3.0
795,other,85000.0,3.0,3.0,3.0
796,"Kilimani, Dagoretti North",85000.0,3.0,3.0,3.0
797,other,85000.0,23.0,3.0,4.0
798,other,85000.0,2.0,2.0,2.0
799,other,85000.0,3.0,3.0,2.0
800,other,85000.0,1.0,1.0,2.0
801,"Kilimani, Dagoretti North",85000.0,2.0,2.0,3.0
802,"Lavington, Dagoretti North",85000.0,2.0,2.0,2.0
803,"Kilimani, Dagoretti North",85000.0,2.0,2.0,3.0
804,other,85000.0,2.0,2.0,2.0
805,other,85000.0,162.0,4.0,4.0
806,other,85000.0,1.0,1.0,1.0
807,other,85000.0,125.0,3.0,2.0
808,other,85000.0,3.0,3.0,2.0
809,other,85000.0,3.0,3.0,4.0
810,other,85000.0,2.0,2.0,2.0
811,other,85000.0,2.0,2.0,3.0
812,other,85000.0,2024.0,3.0,3.0
813,"Kilimani, Dagoretti North",85000.0,3.0,3.0,2.0
814,other,85000.0,2.0,2.0,2.0
815,other,85000.0,2.0,2.0,2.0
816,other,85000.0,3.0,3.0,3.0
817,"Rhapta Road, Westlands",85000.0,150.0,3.0,3.0
818,"Kileleshwa, Dagoretti North",86000.0,3.0,3.0,2.0
819,"Kileleshwa, Dagoretti North",86000.0,3.0,3.0,3.0
820,"Parklands, Westlands",87000.0,3.0,3.0,2.0
821,"Westlands Area, Westlands",87000.0,2.0,2.0,2.0
822,other,88000.0,2500.0,3.0,4.0
823,other,88000.0,2645.0,3.0,4.0
824,other,88000.0,160.0,3.0,3.0
825,other,88000.0,2500.0,3.0,4.0
826,"Westlands Area, Westlands",89000.0,3.0,3.0,1.0
827,other,89996.0,120.0,2.0,1.0
828,other,90000.0,1.0,1.0,1.0
829,other,90000.0,1.0,1.0,2.0
830,other,90000.0,4047.0,1.0,1.0
831,other,90000.0,186.0,3.0,3.0
832,other,90000.0,186.0,3.0,3.0
833,"Kilimani, Dagoretti North",90000.0,3.0,3.0,4.0
834,"Kilimani, Dagoretti North",90000.0,140.0,3.0,4.0
835,"Kilimani, Dagoretti North",90000.0,297.0,3.0,4.0
836,other,90000.0,13.0,2.0,2.0
837,other,90000.0,250.0,3.0,3.0
838,"Kilimani, Dagoretti North",90000.0,2.0,2.0,3.0
839,"Lavington, Dagoretti North",90000.0,3.0,3.0,2.0
840,other,90000.0,2.0,2.0,2.0
841,"Lavington, Dagoretti North",90000.0,3.0,3.0,2.0
842,"Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
843,"Brookside, Westlands",90000.0,2.0,2.0,2.0
844,"kilimani, Kilimani, Kilimani, Dagoretti North",90000.0,3.0,3.0,3.0
845,"kilimani, Kilimani, Kilimani, Dagoretti North",90000.0,2.0,2.0,2.0
846,"kilimani, kilimani, Kilimani, Dagoretti North",90000.0,2.0,2.0,2.0
847,other,90000.0,3.0,3.0,3.0
848,other,90000.0,2.0,2.0,2.0
849,other,90000.0,1400.0,2.0,3.0
850,other,90000.0,2.0,2.0,2.0
851,"Kileleshwa, Dagoretti North",90000.0,3.0,3.0,2.0
852,"Lavington, Dagoretti North",90000.0,3.0,3.0,2.0
853,"Parklands, Westlands",90000.0,2500.0,3.0,3.0
854,"Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
855,"Waiyaki Way, Westlands",90000.0,2.0,2.0,2.0
856,"Kiambu Road, Kiambu Road",90000.0,2.0,2.0,2.0
857,other,90000.0,4.0,4.0,4.0
858,other,90000.0,1.0,1.0,2.0
859,"Waiyaki Way, Westlands",90000.0,2.0,2.0,2.0
860,"Westlands Area, Westlands",90000.0,3.0,3.0,2.0
861,other,90000.0,3.0,3.0,4.0
862,other,90000.0,3.0,3.0,4.0
863,"Kilimani, Dagoretti North",90000.0,2.0,2.0,2.0
864,other,90000.0,3.0,3.0,2.0
865,"Riverside, Westlands",90000.0,3.0,3.0,2.0
866,other,90000.0,1.0,1.0,2.0
867,"Kilimani, Dagoretti North",90000.0,3.0,3.0,3.0
868,"Ruaka, Kiambaa",90000.0,3.0,3.0,2.0
869,"Riverside, Westlands",90000.0,3.0,3.0,3.0
870,"Riverside, Westlands",90000.0,3.0,3.0,3.0
871,"Lavington, Dagoretti North",90000.0,200.0,3.0,2.0
872,"Riverside, Westlands",90000.0,3.0,3.0,2.0
873,other,90000.0,3.0,3.0,2.0
874,other,90000.0,105.0,2.0,2.0
875,other,90000.0,186.0,3.0,3.0
876,"Kileleshwa, Dagoretti North",90000.0,1.0,1.0,1.0
877,"Lavington, Dagoretti North",90000.0,130.0,2.0,3.0
878,other,90000.0,3.0,3.0,3.0
879,"kilimani, Kilimani, Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
880,other,90000.0,3.0,3.0,2.0
881,other,90000.0,140.0,2.0,3.0
882,other,90000.0,1.0,1.0,2.0
883,other,90000.0,3.0,3.0,4.0
884,"Kilimani, Dagoretti North",90000.0,250.0,3.0,3.0
885,"Lavington, Dagoretti North",90000.0,232.0,3.0,2.0
886,other,90000.0,110.0,2.0,2.0
887,other,90000.0,3.0,3.0,3.0
888,other,90000.0,3.0,3.0,3.0
889,"Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
890,other,90000.0,3.0,3.0,3.0
891,"Kileleshwa, Dagoretti North",90000.0,3.0,3.0,2.0
892,other,90000.0,250.0,3.0,3.0
893,"Kilimani, Dagoretti North",90000.0,3.0,3.0,3.0
894,"Ngong Road, Ngong Road",90000.0,3.0,3.0,4.0
895,"Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
896,"kilimani, Kilimani, Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
897,"kilimani, kilimani, Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
898,"Rhapta Road, Westlands",90000.0,2.0,2.0,2.0
899,"Ngong Road, Ngong Road",90000.0,3.0,3.0,3.0
900,"Riverside Drive, Riverside, Westlands",90000.0,1.0,1.0,2.0
901,other,90000.0,9.0,1.0,2.0
902,"Riverside, Westlands",90000.0,9.0,1.0,2.0
903,other,90000.0,1400.0,2.0,3.0
904,"Westlands Area, Westlands",90000.0,3.0,3.0,2.0
905,"Kilimani, Dagoretti North",90000.0,2.0,2.0,3.0
906,"Westlands Area, Westlands",90000.0,3.0,3.0,3.0
907,"Lavington, Dagoretti North",90000.0,3.0,3.0,3.0
908,other,90000.0,3.0,3.0,2.0
909,other,90000.0,3.0,3.0,5.0
910,other,90000.0,3.0,3.0,3.0
911,"Kileleshwa, Dagoretti North",90000.0,3.0,3.0,3.0
912,other,90000.0,2.0,2.0,2.0
913,other,90000.0,94.0,2.0,3.0
914,other,90000.0,2.0,2.0,2.0
915,"Kilimani, Dagoretti North",90000.0,3.0,3.0,2.0
916,"Kileleshwa, Dagoretti North",90000.0,2.0,2.0,2.0
917,other,90000.0,3.0,3.0,3.0
918,other,90000.0,3.0,3.0,3.0
919,other,90000.0,3.0,3.0,3.0
920,other,90000.0,220.0,3.0,3.0
921,other,90000.0,11.0,3.0,2.0
922,"Westlands Area, Westlands",90000.0,1.0,1.0,1.0
923,"Lavington, Dagoretti North",90000.0,4.0,4.0,5.0
924,"Kilimani, Dagoretti North",90000.0,150.0,2.0,2.0
925,"Lavington, Dagoretti North",90000.0,1.0,1.0,2.0
926,"Riverside Drive, Riverside, Westlands",90000.0,1.0,1.0,1.0
927,other,90000.0,2.0,2.0,2.0
928,other,90000.0,167.0,3.0,2.0
929,other,90000.0,3.0,3.0,3.0
930,"Rhapta Road, Westlands",90000.0,3.0,3.0,3.0
931,other,90000.0,3.0,3.0,4.0
932,other,90000.0,4.0,4.0,5.0
933,"Kileleshwa, Dagoretti North",90000.0,3.0,3.0,3.0
934,other,90000.0,4.0,4.0,4.0
935,"Kileleshwa, Dagoretti North",90000.0,2.0,2.0,2.0
936,other,95000.0,185.0,3.0,3.0
937,"Westlands Area, Westlands",95000.0,2.0,2.0,2.0
938,"Kilimani, Dagoretti North",95000.0,156.0,3.0,3.0
939,"Riverside Drive, Riverside, Westlands",95000.0,7.0,1.0,1.0
940,other,95000.0,149.0,2.0,2.0
941,"Kilimani, Dagoretti North",95000.0,4.0,4.0,4.0
942,"Rhapta Road, Westlands",95000.0,2.0,2.0,2.0
943,"Kilimani, Dagoretti North",95000.0,2.0,2.0,2.0
944,"Lavington, Dagoretti North",95000.0,3.0,3.0,2.0
945,other,95000.0,3.0,3.0,2.0
946,"kilimani, Kilimani, Kilimani, Dagoretti North",95000.0,3.0,3.0,2.0
947,"kilimani, Kilimani, Kilimani, Dagoretti North",95000.0,3.0,3.0,3.0
948,"kilimani, kilimani, Kilimani, Dagoretti North",95000.0,3.0,3.0,3.0
949,other,95000.0,2.0,2.0,2.0
950,other,95000.0,2.0,2.0,2.0
951,"Kileleshwa, Dagoretti North",95000.0,2.0,2.0,2.0
952,"Westlands Area, Westlands",95000.0,2.0,2.0,2.0
953,other,95000.0,186.0,3.0,2.0
954,other,95000.0,2.0,2.0,2.0
955,other,95000.0,2.0,2.0,2.0
956,other,95000.0,2.0,2.0,2.0
957,other,95000.0,7.0,1.0,1.0
958,"Riverside Drive, Riverside, Westlands",95000.0,8.0,1.0,1.0
959,other,95000.0,3.0,3.0,4.0
